id	onSequence	start	end	strand	name	annotation	species	source	method	score
4157	8167	733	1283	1	XP_022026692.1	uncharacterized protein LOC110927330	Helianthus annuus	nr	diaBlastP	1.0e-125
4158	8167	743	1558	1	CAN64335.1	hypothetical protein VITISV_001808	Vitis vinifera	nr	diaBlastP	4.7e-118
4159	8173	64	1244	1	XP_021992172.1	uncharacterized protein LOC110888988	Helianthus annuus	nr	diaBlastP	0.0e+00
4160	8173	64	1244	1	XP_021971593.1	uncharacterized protein LOC110866756	Helianthus annuus	nr	diaBlastP	0.0e+00
4161	8173	64	1244	1	XP_021972062.1	uncharacterized protein LOC110867245	Helianthus annuus	nr	diaBlastP	0.0e+00
4162	8173	64	1244	1	XP_022008415.1	uncharacterized protein LOC110907794	Helianthus annuus	nr	diaBlastP	0.0e+00
4163	8173	64	1244	1	XP_021985818.1	uncharacterized protein LOC110882015	Helianthus annuus	nr	diaBlastP	0.0e+00
4164	8176	506	1241	1	OTG04157.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	5.0e-236
4165	8176	506	1241	1	OTG18542.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	5.0e-236
4166	8176	506	1241	1	OTG37453.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	2.5e-235
4167	8176	389	1237	1	OTG00461.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	1.6e-186
4168	8176	389	1185	1	OTG23602.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	2.5e-171
4169	8178	268	466	1	XP_022033561.1	uncharacterized protein LOC110935484	Helianthus annuus	nr	diaBlastP	1.5e-39
4170	8178	268	466	1	XP_022015088.1	uncharacterized protein LOC110914610	Helianthus annuus	nr	diaBlastP	5.5e-39
4171	8178	268	456	1	XP_021995823.1	uncharacterized protein LOC110893006	Helianthus annuus	nr	diaBlastP	1.6e-38
4172	8178	268	456	1	XP_022022335.1	uncharacterized protein LOC110922327	Helianthus annuus	nr	diaBlastP	1.6e-38
4173	8178	268	489	1	XP_022018194.1	uncharacterized protein LOC110918139	Helianthus annuus	nr	diaBlastP	1.4e-37
4174	8181	165	672	1	OTF93615.1	putative heat shock protein 70 family	Helianthus annuus	nr	diaBlastP	8.3e-231
4175	8181	165	672	1	XP_022010268.1	heat shock 70 kDa protein 18-like isoform X1	Helianthus annuus	nr	diaBlastP	8.3e-231
4176	8181	165	672	1	XP_022018880.1	heat shock cognate 70 kDa protein-like	Helianthus annuus	nr	diaBlastP	3.5e-229
4177	8181	164	672	1	XP_022010270.1	heat shock cognate 70 kDa protein-like	Helianthus annuus	nr	diaBlastP	3.9e-228
4178	8181	165	672	1	XP_021990351.1	heat shock cognate 70 kDa protein-like isoform X1	Helianthus annuus	nr	diaBlastP	3.9e-228
4179	8180	1	347	1	KVH95196.1	Poly(ADP-ribose) polymerase, catalytic domain-containing protein	Cynara cardunculus var. scolymus	nr	diaBlastP	1.8e-83
4180	8180	1	347	1	OTF85287.1	putative WWE domain, Poly(ADP-ribose) polymerase, catalytic domain, RST domain of plant	Helianthus annuus	nr	diaBlastP	7.5e-74
4181	8180	1	347	1	XP_022025442.1	inactive poly [ADP-ribose] polymerase RCD1 isoform X1	Helianthus annuus	nr	diaBlastP	7.5e-74
4182	8180	1	346	1	XP_021969868.1	inactive poly [ADP-ribose] polymerase RCD1-like	Helianthus annuus	nr	diaBlastP	1.8e-72
4183	8180	1	348	1	KVH90215.1	Poly(ADP-ribose) polymerase, catalytic domain-containing protein	Cynara cardunculus var. scolymus	nr	diaBlastP	1.3e-70
4184	8184	13	133	1	AGM34084.1	cysteine-rich RLK	Lactuca sativa	nr	diaBlastP	3.3e-40
4185	8184	13	134	1	EXX76353.1	gag-pol fusion protein	Rhizophagus irregularis DAOM 197198w	nr	diaBlastP	1.3e-36
4186	8184	13	134	1	EXX58445.1	gag-pol fusion protein	Rhizophagus irregularis DAOM 197198w	nr	diaBlastP	8.4e-36
4187	8184	13	134	1	KZN00833.1	hypothetical protein DCAR_009587	Daucus carota subsp. sativus	nr	diaBlastP	2.1e-34
4188	8184	13	134	1	XP_017233141.1	PREDICTED: uncharacterized mitochondrial protein AtMg00810-like, partial	Daucus carota subsp. sativus	nr	diaBlastP	5.1e-33
4189	8182	794	1057	1	OTG18542.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	7.2e-89
4190	8182	794	1057	1	OTG37453.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	7.2e-89
4191	8182	794	1057	1	OTG04157.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	6.1e-88
4192	8182	794	1057	1	XP_022041092.1	uncharacterized protein LOC110943666	Helianthus annuus	nr	diaBlastP	4.3e-86
4193	8182	794	1057	1	XP_022030824.1	uncharacterized protein LOC110931750	Helianthus annuus	nr	diaBlastP	9.7e-86
4194	8183	1	133	1	XP_022026692.1	uncharacterized protein LOC110927330	Helianthus annuus	nr	diaBlastP	2.2e-49
4195	8183	1	133	1	OTG04157.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	6.4e-49
4196	8183	1	133	1	OTG18542.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	6.4e-49
4197	8183	1	133	1	OTG37453.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	6.4e-49
4198	8183	1	133	1	OKX69900.1	hypothetical protein AXD71_14835, partial	Listeria monocytogenes	nr	diaBlastP	4.9e-41
4199	8186	1	325	1	AGM34082.1	hypothetical protein	Lactuca sativa	nr	diaBlastP	1.4e-36
4200	8188	26	364	1	AGM34084.1	cysteine-rich RLK	Lactuca sativa	nr	diaBlastP	2.0e-138
4201	8188	1	368	1	EXX76353.1	gag-pol fusion protein	Rhizophagus irregularis DAOM 197198w	nr	diaBlastP	2.3e-134
4202	8188	1	365	1	KZN00833.1	hypothetical protein DCAR_009587	Daucus carota subsp. sativus	nr	diaBlastP	2.4e-123
4203	8188	1	364	1	AAN40025.1	putative gag-pol polyprotein	Zea mays	nr	diaBlastP	1.4e-118
4204	8188	1	364	1	ABF67921.1	Ji1 putative pol protein	Zea mays	nr	diaBlastP	1.8e-118
4205	8191	1	736	1	OTG04157.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	5.7e-257
4206	8191	1	736	1	OTG18542.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	7.4e-257
4207	8191	1	736	1	OTG37453.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	1.3e-256
4208	8191	3	728	1	OTF99619.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	2.2e-192
4209	8191	3	728	1	OTF92807.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	4.9e-192
4210	8193	1	959	1	CAN66637.1	hypothetical protein VITISV_011340	Vitis vinifera	nr	diaBlastP	0.0e+00
4211	8193	1	959	1	CAN73567.1	hypothetical protein VITISV_003451	Vitis vinifera	nr	diaBlastP	0.0e+00
4212	8193	1	956	1	PHT39301.1	hypothetical protein CQW23_22874	Capsicum baccatum	nr	diaBlastP	0.0e+00
4213	8193	2	856	1	KZV39555.1	hypothetical protein F511_13790, partial	Dorcoceras hygrometricum	nr	diaBlastP	0.0e+00
4214	8193	1	956	1	PHT52881.1	hypothetical protein CQW23_07343	Capsicum baccatum	nr	diaBlastP	0.0e+00
4215	8194	160	1086	1	AGM34082.1	hypothetical protein	Lactuca sativa	nr	diaBlastP	3.9e-121
4216	8194	3	155	1	CAN67588.1	hypothetical protein VITISV_036280	Vitis vinifera	nr	diaBlastP	2.4e-46
4217	8194	3	155	1	CAN78022.1	hypothetical protein VITISV_015518	Vitis vinifera	nr	diaBlastP	7.0e-46
4218	8194	3	155	1	CAN73071.1	hypothetical protein VITISV_032383	Vitis vinifera	nr	diaBlastP	7.0e-46
4219	8194	3	155	1	OTF88012.1	putative zinc finger, CCHC-type	Helianthus annuus	nr	diaBlastP	2.0e-45
4220	8195	39	406	1	XP_021993851.1	protein ALP1-like	Helianthus annuus	nr	diaBlastP	5.5e-92
4221	8195	50	410	1	XP_022032525.1	protein ALP1-like	Helianthus annuus	nr	diaBlastP	7.2e-92
4222	8195	39	406	1	XP_021978163.1	protein ALP1-like	Helianthus annuus	nr	diaBlastP	1.2e-91
4223	8195	39	406	1	XP_022035546.1	protein ALP1-like	Helianthus annuus	nr	diaBlastP	1.2e-91
4224	8195	39	406	1	OTG01735.1	putative harbinger transposase-derived protein	Helianthus annuus	nr	diaBlastP	1.6e-91
4225	8199	94	552	1	XP_022847680.1	G-type lectin S-receptor-like serine/threonine-protein kinase At4g27290	Olea europaea var. sylvestris	nr	diaBlastP	1.3e-144
4226	8199	94	552	1	XP_015883075.1	PREDICTED: cysteine-rich receptor-like protein kinase 7	Ziziphus jujuba	nr	diaBlastP	1.8e-141
4227	8199	94	552	1	KOM49462.1	hypothetical protein LR48_Vigan08g028900	Vigna angularis	nr	diaBlastP	3.0e-141
4228	8199	94	553	1	OVA04103.1	Protein kinase domain	Macleaya cordata	nr	diaBlastP	2.5e-140
4229	8199	94	553	1	XP_019158851.1	PREDICTED: receptor-like serine/threonine-protein kinase SD1-6	Ipomoea nil	nr	diaBlastP	9.6e-140
4230	8201	3	1342	1	CAC95126.1	gag-pol polyprotein	Populus deltoides	nr	diaBlastP	0.0e+00
4231	8201	1	1337	1	OMO90284.1	Integrase, catalytic core	Corchorus capsularis	nr	diaBlastP	0.0e+00
4232	8201	10	1338	1	CAN75041.1	hypothetical protein VITISV_027174	Vitis vinifera	nr	diaBlastP	3.2e-290
4233	8201	33	1180	1	OMO83306.1	Integrase, catalytic core	Corchorus capsularis	nr	diaBlastP	1.3e-288
4234	8201	490	1212	1	AGJ83729.1	gag-pol polyprotein, partial	Caragana korshinskii	nr	diaBlastP	1.9e-287
4235	8202	1	445	1	XP_002284787.1	PREDICTED: serine--tRNA ligase	Vitis vinifera	nr	diaBlastP	1.3e-227
4236	8202	1	445	1	XP_006361853.1	PREDICTED: serine--tRNA ligase	Solanum tuberosum	nr	diaBlastP	4.5e-225
4237	8202	1	445	1	XP_015062083.1	PREDICTED: serine--tRNA ligase	Solanum pennellii	nr	diaBlastP	1.0e-224
4238	8202	1	445	1	XP_010312636.1	PREDICTED: serine--tRNA ligase	Solanum lycopersicum	nr	diaBlastP	3.8e-224
4239	8202	1	445	1	XP_009784692.1	PREDICTED: serine--tRNA ligase	Nicotiana sylvestris	nr	diaBlastP	1.1e-223
4240	8204	748	1236	1	XP_022015088.1	uncharacterized protein LOC110914610	Helianthus annuus	nr	diaBlastP	3.8e-78
4241	8204	748	1236	1	XP_022033561.1	uncharacterized protein LOC110935484	Helianthus annuus	nr	diaBlastP	1.5e-77
4242	8204	748	1182	1	XP_021995823.1	uncharacterized protein LOC110893006	Helianthus annuus	nr	diaBlastP	4.9e-73
4243	8204	748	1175	1	XP_022018194.1	uncharacterized protein LOC110918139	Helianthus annuus	nr	diaBlastP	1.8e-72
4244	8204	748	1182	1	XP_022022335.1	uncharacterized protein LOC110922327	Helianthus annuus	nr	diaBlastP	7.0e-72
4245	8206	738	1759	1	OTG18542.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
4246	8206	738	1759	1	OTG37453.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
4247	8206	738	1759	1	OTG04157.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
4248	8206	732	1751	1	OTG35476.1	putative zinc finger, CCHC-type	Helianthus annuus	nr	diaBlastP	6.7e-272
4249	8206	736	1751	1	OTF84690.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	4.3e-271
4250	8207	64	187	1	XP_021984413.1	clavaminate synthase-like protein At3g21360	Helianthus annuus	nr	diaBlastP	1.5e-49
4251	8207	83	187	1	KVI05954.1	Taurine catabolism dioxygenase TauD/TfdA	Cynara cardunculus var. scolymus	nr	diaBlastP	2.0e-41
4252	8207	77	188	1	XP_019198681.1	PREDICTED: clavaminate synthase-like protein At3g21360	Ipomoea nil	nr	diaBlastP	1.9e-31
4253	8207	77	188	1	XP_019244087.1	PREDICTED: clavaminate synthase-like protein At3g21360	Nicotiana attenuata	nr	diaBlastP	7.2e-31
4254	8207	77	188	1	XP_006343036.1	PREDICTED: clavaminate synthase-like protein At3g21360	Solanum tuberosum	nr	diaBlastP	3.6e-30
4255	8208	3	187	1	XP_022033561.1	uncharacterized protein LOC110935484	Helianthus annuus	nr	diaBlastP	9.3e-24
4256	8208	3	187	1	XP_021972500.1	uncharacterized protein LOC110867799	Helianthus annuus	nr	diaBlastP	9.3e-24
4257	8208	3	187	1	XP_022008982.1	uncharacterized protein LOC110908359	Helianthus annuus	nr	diaBlastP	9.3e-24
4258	8208	3	187	1	XP_022015088.1	uncharacterized protein LOC110914610	Helianthus annuus	nr	diaBlastP	9.3e-24
4259	8208	3	144	1	OTG36516.1	putative zinc finger, CCHC-type	Helianthus annuus	nr	diaBlastP	2.1e-23
4260	8211	490	1166	1	XP_022008113.1	uncharacterized protein LOC110907437	Helianthus annuus	nr	diaBlastP	2.2e-218
4261	8211	522	1166	1	XP_021992013.1	uncharacterized protein LOC110888816	Helianthus annuus	nr	diaBlastP	5.9e-216
4262	8211	509	1166	1	XP_021996734.1	uncharacterized protein LOC110893890	Helianthus annuus	nr	diaBlastP	4.1e-209
4263	8211	495	1168	1	KYP34423.1	Retrovirus-related Pol polyprotein LINE-1	Cajanus cajan	nr	diaBlastP	3.2e-206
4264	8211	523	1168	1	ONM06616.1	Retrovirus-related Pol polyprotein LINE-1	Zea mays	nr	diaBlastP	4.0e-196
4265	8215	1	335	1	XP_022023229.1	cyclic nucleotide-gated ion channel 1-like	Helianthus annuus	nr	diaBlastP	5.4e-138
4266	8215	1	335	1	OTF87518.1	putative IQ motif, EF-hand binding site, Potassium channel, voltage-dependent, EAG	Helianthus annuus	nr	diaBlastP	1.7e-131
4267	8215	1	335	1	OTF87520.1	putative IQ motif, EF-hand binding site	Helianthus annuus	nr	diaBlastP	7.5e-124
4268	8215	1	335	1	XP_022025979.1	cyclic nucleotide-gated ion channel 1-like	Helianthus annuus	nr	diaBlastP	7.5e-124
4269	8215	2	335	1	XP_020553229.1	cyclic nucleotide-gated ion channel 1	Sesamum indicum	nr	diaBlastP	3.3e-111
4270	8216	1	260	1	OTG04157.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	1.2e-107
4271	8216	1	260	1	OTG18542.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	1.2e-107
4272	8216	1	260	1	OTG37453.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	1.2e-107
4273	8216	1	260	1	XP_022023890.1	uncharacterized protein LOC110924162	Helianthus annuus	nr	diaBlastP	1.4e-100
4274	8216	1	261	1	XP_022019101.1	uncharacterized protein LOC110919129	Helianthus annuus	nr	diaBlastP	1.8e-100
4275	8220	1	642	1	EXX50149.1	gag-pol fusion protein	Rhizophagus irregularis DAOM 197198w	nr	diaBlastP	1.3e-260
4276	8220	1	641	1	BAA22288.1	polyprotein	Oryza australiensis	nr	diaBlastP	1.1e-206
4277	8220	1	641	1	AAC26250.1	contains similarity to reverse transcriptase (Pfam: rvt.hmm, score 19.29)	Arabidopsis thaliana	nr	diaBlastP	6.0e-202
4278	8220	1	647	1	OTG07182.1	putative zinc finger, CCHC-type	Helianthus annuus	nr	diaBlastP	2.3e-201
4279	8220	1	626	1	AAP44605.1	putative polyprotein	Oryza sativa Japonica Group	nr	diaBlastP	2.8e-191
4280	8221	2	199	1	OTG15986.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	7.3e-63
4281	8221	2	199	1	XP_021996949.1	uncharacterized protein LOC110894079	Helianthus annuus	nr	diaBlastP	1.2e-62
4282	8221	1	199	1	OTG06822.1	hypothetical protein HannXRQ_Chr11g0323541	Helianthus annuus	nr	diaBlastP	1.6e-62
4283	8221	1	199	1	XP_021977965.1	uncharacterized protein LOC110873356	Helianthus annuus	nr	diaBlastP	1.6e-62
4284	8221	7	206	1	XP_021974620.1	uncharacterized protein LOC110869695	Helianthus annuus	nr	diaBlastP	1.3e-54
4285	8225	6	296	1	XP_022000976.1	uncharacterized protein LOC110898489	Helianthus annuus	nr	diaBlastP	8.4e-75
4286	8225	1	280	1	XP_021984670.1	uncharacterized protein LOC110880455	Helianthus annuus	nr	diaBlastP	1.1e-69
4287	8225	5	325	1	XP_022030457.1	uncharacterized protein LOC110931368	Helianthus annuus	nr	diaBlastP	1.8e-69
4288	8225	4	295	1	OTF96722.1	putative RNA-directed DNA polymerase, eukaryota, Reverse transcriptase zinc-binding domain protein	Helianthus annuus	nr	diaBlastP	3.8e-67
4289	8225	4	280	1	OTG25527.1	putative RNA-directed DNA polymerase, eukaryota, Reverse transcriptase zinc-binding domain protein	Helianthus annuus	nr	diaBlastP	3.8e-67
4290	8233	9	328	1	XP_022003567.1	uncharacterized protein LOC110901021	Helianthus annuus	nr	diaBlastP	7.1e-50
4291	8233	9	328	1	XP_022040665.1	uncharacterized protein LOC110943222	Helianthus annuus	nr	diaBlastP	2.7e-49
4292	8233	9	328	1	XP_022004272.1	uncharacterized protein LOC110901801	Helianthus annuus	nr	diaBlastP	1.3e-48
4293	8233	24	316	1	XP_021986211.1	uncharacterized protein LOC110882520	Helianthus annuus	nr	diaBlastP	9.4e-34
4294	8233	24	310	1	XP_021985184.1	uncharacterized protein LOC110881132	Helianthus annuus	nr	diaBlastP	8.8e-32
4295	8236	1	810	1	XP_021970308.1	G-type lectin S-receptor-like serine/threonine-protein kinase At4g27290 isoform X1	Helianthus annuus	nr	diaBlastP	2.8e-297
4296	8236	1	810	1	XP_021993166.1	G-type lectin S-receptor-like serine/threonine-protein kinase At4g27290	Helianthus annuus	nr	diaBlastP	2.9e-294
4297	8236	1	810	1	XP_021993192.1	G-type lectin S-receptor-like serine/threonine-protein kinase At4g27290	Helianthus annuus	nr	diaBlastP	8.2e-289
4298	8236	1	810	1	XP_021970311.1	G-type lectin S-receptor-like serine/threonine-protein kinase At4g27290	Helianthus annuus	nr	diaBlastP	2.3e-283
4299	8236	1	810	1	XP_021970312.1	G-type lectin S-receptor-like serine/threonine-protein kinase At4g27290 isoform X1	Helianthus annuus	nr	diaBlastP	3.7e-281
4300	8239	4	462	1	XP_022038743.1	F-box/FBD/LRR-repeat protein At5g22660-like	Helianthus annuus	nr	diaBlastP	2.1e-95
4301	8239	2	462	1	XP_022017473.1	FBD-associated F-box protein At5g22730-like	Helianthus annuus	nr	diaBlastP	8.7e-78
4302	8239	2	462	1	XP_022017450.1	FBD-associated F-box protein At5g22730-like	Helianthus annuus	nr	diaBlastP	2.4e-75
4303	8239	4	306	1	OTG38283.1	putative F-box domain, Leucine-rich repeat domain, L domain-like protein	Helianthus annuus	nr	diaBlastP	4.2e-72
4304	8239	109	399	1	XP_022032097.1	F-box/FBD/LRR-repeat protein At1g16930-like	Helianthus annuus	nr	diaBlastP	1.0e-46
4305	8242	1	984	1	OTG02564.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
4306	8242	1	985	1	OTG27877.1	putative reverse transcriptase domain, Ribonuclease H-like domain protein	Helianthus annuus	nr	diaBlastP	0.0e+00
4307	8242	1	983	1	OTG37047.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
4308	8242	1	983	1	OTG01228.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
4309	8242	1	983	1	OTG06580.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
4310	8243	1	231	1	OTG22671.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	1.4e-76
4311	8243	1	231	1	OTG32033.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	1.4e-76
4312	8243	1	231	1	OTG05643.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	3.1e-76
4313	8243	1	232	1	OTG06580.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	1.5e-75
4314	8243	1	228	1	OTG24837.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	1.5e-75
4315	8244	1	453	1	EXX76353.1	gag-pol fusion protein	Rhizophagus irregularis DAOM 197198w	nr	diaBlastP	3.3e-158
4316	8244	1	454	1	KZN00833.1	hypothetical protein DCAR_009587	Daucus carota subsp. sativus	nr	diaBlastP	3.2e-153
4317	8244	1	455	1	KZV46985.1	hypothetical protein F511_15782	Dorcoceras hygrometricum	nr	diaBlastP	1.1e-140
4318	8244	1	453	1	KYP33754.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	Cajanus cajan	nr	diaBlastP	1.5e-139
4319	8244	1	453	1	KYP66812.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	Cajanus cajan	nr	diaBlastP	1.3e-138
4320	8245	96	190	1	KVI09657.1	hypothetical protein Ccrd_011957, partial	Cynara cardunculus var. scolymus	nr	diaBlastP	8.9e-29
4321	8245	97	190	1	XP_022006151.1	uncharacterized protein LOC110904614	Helianthus annuus	nr	diaBlastP	5.2e-21
4322	8249	74	552	1	AGM34082.1	hypothetical protein	Lactuca sativa	nr	diaBlastP	6.5e-111
4323	8249	334	552	1	AGM34084.1	cysteine-rich RLK	Lactuca sativa	nr	diaBlastP	4.4e-83
4324	8249	176	552	1	AQA29596.1	reverse transcriptase, partial	Zea mays	nr	diaBlastP	3.6e-77
4325	8249	178	519	1	GAU32560.1	hypothetical protein TSUD_218180	Trifolium subterraneum	nr	diaBlastP	3.7e-74
4326	8249	156	558	1	XP_020092816.1	uncharacterized protein LOC109713230	Ananas comosus	nr	diaBlastP	4.8e-74
4327	8253	1	836	1	OTG18542.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	1.9e-259
4328	8253	1	836	1	OTG37453.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	7.1e-259
4329	8253	1	836	1	OTG04157.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	1.0e-257
4330	8253	1	836	1	OTG24127.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	1.0e-172
4331	8253	1	737	1	XP_022007251.1	uncharacterized protein LOC110906425	Helianthus annuus	nr	diaBlastP	2.0e-152
4332	8252	1	233	1	XP_022033561.1	uncharacterized protein LOC110935484	Helianthus annuus	nr	diaBlastP	1.1e-35
4333	8252	1	233	1	XP_022015088.1	uncharacterized protein LOC110914610	Helianthus annuus	nr	diaBlastP	1.1e-35
4334	8252	2	130	1	XP_022029378.1	uncharacterized protein LOC110930385	Helianthus annuus	nr	diaBlastP	2.9e-28
